 NS,EW,UD
-0.802,0.342,0.111
-0.77,0.232,-0.058
-0.723,0.196,-0.14
-0.617,0.114,-0.223
-0.512,0.028,-0.266
-0.354,-0.071,-0.331
-0.208,-0.289,-0.347
-0.106,-0.515,-0.264
-0.083,-0.735,-0.118
-0.08,-0.857,-0.058
-0.111,-0.94,-0.011
-0.104,-0.955,-0.01
-0.063,-0.931,-0.008
-0.014,-0.924,0.021
0.06,-0.952,0.011
0.131,-1.096,-0.011
0.194,-1.264,-0.052
0.17,-1.389,-0.062
0.188,-1.494,-0.102
0.192,-1.558,-0.034
0.254,-1.622,0.011
0.342,-1.55,0.082
0.436,-1.361,0.103
0.462,-1.063,0.128
0.437,-0.705,0.146
0.381,-0.291,0.21
0.306,0.089,0.157
0.224,0.413,0.133
0.11,0.634,0.097
0.015,0.846,0.007
-0.025,1,-0.039
0.034,1.103,-0.043
0.112,1.242,-0.05
0.238,1.428,-0.093
0.363,1.583,-0.114
0.398,1.653,-0.035
0.343,1.632,-0.048
0.201,1.584,-0.138
0.016,1.551,-0.302
-0.146,1.437,-0.449
-0.275,1.246,-0.376
-0.349,1.002,-0.326
-0.352,0.689,-0.223
-0.276,0.447,-0.12
-0.204,0.274,-0.049
-0.2,0.072,0.029
-0.216,0,0.148
-0.377,0.037,0.26
-0.557,0.097,0.28
-0.738,0.066,0.299
-0.948,-0.018,0.331
-1.108,-0.054,0.44
-1.235,-0.189,0.474
-1.261,-0.428,0.488
-1.249,-0.699,0.342
-1.154,-0.982,0.091
-0.998,-1.227,-0.108
-0.758,-1.54,-0.196
-0.495,-1.793,-0.317
-0.186,-1.825,-0.315
0.087,-1.658,-0.309
0.251,-1.36,-0.219
0.394,-1.12,-0.125
0.535,-0.872,-0.142
0.734,-0.731,-0.113
0.937,-0.566,-0.123
1.139,-0.451,-0.069
1.325,-0.249,-0.076
1.391,0.023,-0.106
1.464,0.268,-0.065
1.405,0.472,-0.057
1.231,0.667,-0.181
1.028,0.931,-0.289
0.823,1.185,-0.403
0.704,1.419,-0.335
0.551,1.509,-0.21
0.402,1.536,0.036
0.177,1.45,0.196
-0.104,1.352,0.26
-0.306,1.208,0.253
-0.492,0.998,0.292
-0.542,0.751,0.398
-0.519,0.544,0.466
-0.451,0.477,0.469
-0.32,0.428,0.375
-0.225,0.281,0.324
-0.24,-0.021,0.209
-0.268,-0.375,0.036
-0.347,-0.693,-0.283
-0.431,-0.96,-0.445
-0.479,-1.22,-0.483
-0.517,-1.284,-0.461
-0.518,-1.159,-0.394
-0.425,-1.064,-0.304
-0.405,-1.014,-0.215
-0.379,-0.856,-0.199
-0.338,-0.662,-0.171
-0.313,-0.537,-0.143
-0.125,-0.512,-0.081
0.126,-0.513,0.028
0.291,-0.537,0.153
0.418,-0.454,0.1
0.497,-0.47,0.034
0.567,-0.455,-0.034
0.645,-0.363,-0.08
0.631,-0.179,-0.106
0.598,0.013,-0.09
0.512,0.211,0
0.432,0.36,0.048
0.338,0.515,0.145
0.123,0.601,0.16
-0.072,0.735,0.181
-0.266,0.84,0.117
-0.343,0.876,0.19
-0.408,0.931,0.17
-0.42,0.899,0.159
-0.315,0.84,0.082
-0.155,0.717,0.068
-0.06,0.725,-0.017
0.003,0.697,-0.162
0.017,0.554,-0.278
0.098,0.355,-0.315
0.051,0.24,-0.355
-0.046,0.187,-0.352
-0.11,0.146,-0.311
-0.202,0.091,-0.252
-0.253,0.059,-0.033
-0.235,-0.062,0.185
-0.214,-0.203,0.253
-0.163,-0.35,0.221
-0.103,-0.473,0.236
-0.127,-0.49,0.251
-0.167,-0.463,0.312
-0.092,-0.447,0.451
-0.034,-0.385,0.349
-0.004,-0.232,0.235
0.039,-0.128,0.223
0.023,-0.1,0.146
0.047,-0.146,0.062
0.123,-0.105,-0.113
0.234,-0.084,-0.265
0.418,-0.117,-0.196
0.485,-0.114,-0.108
0.586,-0.133,-0.028
0.629,-0.168,-0.148
0.591,-0.12,-0.231
0.517,-0.109,-0.269
0.38,-0.043,-0.265
0.194,0.067,-0.201
0.013,0.257,-0.229
-0.088,0.378,-0.381
-0.142,0.42,-0.377
-0.231,0.385,-0.356
-0.326,0.391,-0.352
-0.4,0.257,-0.3
-0.416,0.168,-0.22
-0.491,0.097,-0.061
-0.544,0.089,0.058
-0.668,0.032,0.248
-0.743,-0.153,0.4
-0.825,-0.396,0.474
-0.852,-0.617,0.423
-0.927,-0.712,0.36
-0.837,-0.67,0.24
-0.602,-0.628,0.255
-0.251,-0.591,0.266
0.062,-0.548,0.321
0.376,-0.445,0.315
0.619,-0.428,0.208
0.788,-0.449,0.161
0.915,-0.434,0.109
0.944,-0.407,0.006
1.017,-0.251,-0.025
1.095,-0.091,-0.093
1.082,0.065,-0.102
0.967,0.321,-0.16
0.814,0.569,-0.412
0.744,0.692,-0.53
0.691,0.741,-0.571
0.606,0.722,-0.558
0.468,0.749,-0.514
0.239,0.812,-0.607
0.074,0.761,-0.503
-0.082,0.657,-0.398
-0.262,0.579,-0.176
-0.402,0.454,-0.019
-0.602,0.378,0.124
-0.83,0.303,0.227
-0.916,0.196,0.455
-1.108,0.126,0.491
-1.164,0.096,0.555
-1.078,0.037,0.648
-0.924,-0.033,0.779
-0.759,-0.035,0.862
-0.716,0.085,0.762
-0.709,0.18,0.492
-0.672,0.205,0.252
-0.585,0.102,0.097
-0.547,-0.097,-0.011
-0.458,-0.187,-0.185
-0.255,-0.168,-0.356
0.061,-0.191,-0.349
0.416,-0.304,-0.221
0.666,-0.413,-0.032
0.802,-0.431,-0.029
0.844,-0.446,-0.185
0.863,-0.443,-0.272
0.824,-0.536,-0.341
0.773,-0.666,-0.334
0.715,-0.73,-0.316
0.602,-0.642,-0.338
0.5,-0.439,-0.293
0.374,-0.12,-0.178
0.29,0.241,-0.063
0.28,0.56,0.035
0.293,0.648,0.156
0.204,0.588,0.22
0.062,0.348,0.301
-0.138,0.092,0.412
-0.326,-0.146,0.313
-0.335,-0.33,0.168
-0.247,-0.41,0.063
-0.126,-0.249,0.186
-0.024,0.114,0.298
0.045,0.611,0.356
0.043,0.929,0.246
0.087,0.965,0.047
-0.039,0.772,-0.071
-0.31,0.523,-0.292
-0.558,0.189,-0.508
-0.68,-0.08,-0.674
-0.595,-0.298,-0.724
-0.282,-0.423,-0.602
0.042,-0.434,-0.289
0.217,-0.379,-0.164
0.284,-0.318,-0.116
0.205,-0.255,-0.188
-0.05,-0.102,-0.214
-0.344,-0.003,-0.039
-0.591,0.12,0.113
-0.753,0.115,0.269
-0.729,0.138,0.31
-0.617,0.085,0.314
-0.469,-0.056,0.27
-0.239,-0.183,0.155
0.043,-0.261,0.047
0.327,-0.251,0.064
0.563,-0.26,0.115
0.74,-0.161,0.21
0.838,-0.036,0.398
0.762,0.101,0.358
0.607,0.057,0.319
0.441,-0.043,0.19
0.313,-0.028,0.015
0.279,-0.007,-0.078
0.431,0.075,-0.192
0.606,0.143,-0.274
0.755,0.308,-0.392
0.833,0.417,-0.425
0.731,0.405,-0.359
0.604,0.378,-0.366
0.358,0.421,-0.384
0.143,0.523,-0.433
0,0.578,-0.246
-0.059,0.409,0.026
-0.056,0.108,0.242
-0.226,-0.221,0.288
-0.526,-0.341,0.131
-0.862,-0.318,-0.09
-1.078,-0.165,-0.124
-1.142,-0.053,-0.058
-1.122,0.041,0.057
-1.096,0.01,0.166
-1.109,-0.024,0.226
-1.09,-0.07,0.171
-0.986,-0.19,0.121
-0.827,-0.363,0.095
-0.589,-0.539,0.056
-0.235,-0.584,0.194
0.032,-0.488,0.323
0.256,-0.317,0.46
0.402,-0.17,0.48
0.534,-0.086,0.465
0.604,-0.139,0.346
0.514,-0.125,0.242
0.458,-0.052,-0.011
0.523,0.026,-0.28
0.746,-0.003,-0.374
1.036,-0.101,-0.359
1.279,-0.344,-0.239
1.282,-0.453,-0.341
1.167,-0.475,-0.466
0.991,-0.473,-0.626
0.722,-0.396,-0.63
0.532,-0.253,-0.49
0.383,-0.065,-0.346
0.195,0.083,-0.18
0.083,0.2,0.065
-0.053,0.253,0.204
-0.245,0.312,0.302
-0.463,0.358,0.349
-0.639,0.345,0.261
-0.808,0.306,0.135
-0.956,0.234,0.126
-1.07,0.296,0.209
-1.156,0.382,0.251
-1.113,0.428,0.25
-1.039,0.423,0.218
-0.889,0.216,0.085
-0.73,-0.125,0.005
-0.519,-0.363,0.03
-0.402,-0.484,0.029
-0.26,-0.501,-0.018
-0.146,-0.431,-0.03
-0.052,-0.267,-0.075
0.078,-0.148,-0.123
0.225,-0.008,-0.183
0.385,0.16,-0.183
0.555,0.306,-0.15
0.744,0.392,-0.044
0.898,0.387,0.139
0.925,0.412,0.322
0.781,0.352,0.327
0.618,0.314,0.257
0.428,0.238,0.065
0.369,0.164,-0.003
0.406,0.139,-0.031
0.489,0.155,0.031
0.574,0.207,0.112
0.581,0.302,0.146
0.479,0.37,0.044
0.359,0.314,-0.138
0.172,0.189,-0.155
0.003,-0.027,-0.284
-0.085,-0.185,-0.201
-0.159,-0.196,-0.203
-0.263,-0.132,-0.203
-0.307,0.017,-0.131
-0.374,0.087,-0.026
-0.496,0.232,0.007
-0.575,0.291,0.045
-0.538,0.292,0.046
-0.465,0.148,0.149
-0.377,-0.006,0.282
-0.282,-0.139,0.311
-0.263,-0.178,0.269
-0.219,-0.153,0.176
-0.207,-0.103,0.103
-0.174,-0.055,-0.014
-0.086,0.036,-0.07
0.006,0.153,-0.166
0.142,0.238,-0.306
0.24,0.308,-0.37
0.321,0.356,-0.371
0.312,0.306,-0.333
0.368,0.214,-0.284
0.371,0.036,-0.231
0.381,-0.08,-0.102
0.352,-0.125,-0.102
0.349,-0.192,-0.094
0.358,-0.181,-0.039
0.373,-0.203,-0.037
0.323,-0.158,-0.142
0.21,-0.134,-0.177
0.118,-0.096,-0.184
-0.007,-0.128,-0.142
-0.061,-0.203,-0.071
-0.064,-0.214,0.044
-0.107,-0.227,0.19
-0.183,-0.203,0.229
-0.273,-0.141,0.285
-0.425,-0.087,0.249
-0.514,0.044,0.184
-0.576,0.152,0.174
-0.591,0.235,0.154
-0.608,0.361,0.205
-0.653,0.4,0.191
-0.655,0.404,0.065
-0.659,0.327,-0.084
-0.601,0.255,-0.138
-0.512,0.177,-0.172
-0.359,0.137,-0.197
-0.2,0.082,-0.206
-0.057,0.014,-0.245
0.108,0.003,-0.385
0.216,0.01,-0.46
0.281,-0.004,-0.517
0.325,-0.053,-0.541
0.399,-0.091,-0.455
0.491,-0.179,-0.332
0.566,-0.151,-0.179
0.598,-0.123,0.027
0.658,-0.075,0.192
0.686,-0.07,0.32
0.692,-0.124,0.4
0.654,-0.193,0.377
0.621,-0.282,0.394
0.535,-0.326,0.402
0.461,-0.37,0.488
0.314,-0.387,0.518
0.147,-0.327,0.498
0.022,-0.3,0.442
-0.098,-0.291,0.281
-0.162,-0.345,0.132
-0.261,-0.401,-0.087
-0.346,-0.374,-0.256
-0.388,-0.293,-0.386
-0.42,-0.192,-0.435
-0.378,0.007,-0.416
-0.385,0.151,-0.323
-0.376,0.293,-0.199
-0.313,0.376,-0.151
-0.265,0.391,-0.153
-0.247,0.359,-0.08
-0.142,0.324,-0.013
-0.094,0.301,0.078
-0.017,0.327,0.17
0.073,0.4,0.198
0.148,0.437,0.237
0.176,0.42,0.245
0.24,0.362,0.252
0.272,0.281,0.148
0.247,0.228,0.027
0.217,0.18,-0.149
0.154,0.096,-0.185
0.064,-0.007,-0.178
0.008,-0.072,-0.138
-0.096,-0.153,-0.182
-0.21,-0.169,-0.12
-0.282,-0.221,-0.082
-0.361,-0.27,-0.046
-0.421,-0.309,0.009
-0.413,-0.352,0.06
-0.391,-0.366,0.138
-0.369,-0.398,0.166
-0.25,-0.448,0.274
-0.113,-0.47,0.223
0.071,-0.507,0.181
0.194,-0.524,0.131
0.278,-0.533,0.07
0.373,-0.41,0.011
0.407,-0.248,-0.016
0.442,-0.113,-0.026
0.449,0.039,-0.035
0.405,0.182,-0.058
0.438,0.26,-0.104
0.491,0.233,-0.086
0.55,0.157,-0.066
0.617,0.057,0.006
0.701,-0.035,-0.011
0.707,-0.082,0.088
0.706,-0.091,0.109
0.676,-0.081,0.103
0.554,-0.004,0.076
0.391,0.057,-0.026
0.224,0.15,-0.12
-0.022,0.212,-0.263
-0.163,0.21,-0.324
-0.308,0.206,-0.238
-0.425,0.234,-0.162
-0.531,0.276,0.009
-0.594,0.369,0.177
-0.592,0.49,0.328
-0.554,0.591,0.446
-0.543,0.637,0.526
-0.512,0.668,0.537
-0.523,0.693,0.472
-0.53,0.682,0.419
-0.548,0.542,0.255
-0.499,0.415,0.176
-0.478,0.315,-0.043
-0.391,0.208,-0.231
-0.306,0.098,-0.396
-0.173,-0.07,-0.474
-0.01,-0.13,-0.493
0.07,-0.199,-0.538
0.071,-0.122,-0.527
0.083,-0.122,-0.415
0.093,-0.155,-0.298
0.036,-0.22,-0.167
0.01,-0.374,-0.029
-0.021,-0.479,0.089
-0.036,-0.545,0.169
-0.039,-0.483,0.24
-0.032,-0.432,0.299
-0.023,-0.324,0.257
-0.004,-0.133,0.32
-0.051,0.015,0.215
-0.01,0.111,0.142
0.015,0.183,0.075
0.047,0.142,0.001
0.164,0.159,-0.058
0.319,0.122,-0.074
0.411,0.15,-0.052
0.456,0.223,-0.069
0.452,0.358,0.009
0.382,0.476,0.06
0.294,0.549,0.039
0.143,0.58,-0.058
-0.002,0.583,-0.101
-0.044,0.556,-0.147
-0.102,0.498,-0.178
-0.121,0.444,-0.234
-0.111,0.375,-0.256
-0.128,0.237,-0.293
-0.165,0.1,-0.243
-0.187,-0.038,-0.223
-0.278,-0.146,-0.166
-0.338,-0.167,-0.13
-0.367,-0.195,-0.093
-0.386,-0.201,0.043
-0.348,-0.205,0.142
-0.287,-0.173,0.248
-0.199,-0.256,0.175
-0.115,-0.281,0.234
-0.043,-0.3,0.192
-0.019,-0.349,0.177
0.013,-0.327,0.109
0.04,-0.368,0.049
0.08,-0.37,0.031
0.116,-0.31,-0.037
0.19,-0.19,-0.086
0.218,-0.092,-0.104
0.255,-0.012,-0.092
0.271,-0.021,-0.036
0.218,-0.001,-0.004
0.119,0.066,0.001
-0.002,0.124,-0.046
-0.1,0.181,-0.072
-0.124,0.109,-0.002
-0.087,0.07,0.03
-0.043,0.073,0.027
0.058,0.015,0.01
0.1,0.01,-0.002
0.146,0.016,-0.03
0.145,0.081,-0.061
0.126,0.078,-0.016
0.071,0.073,-0.028
0.025,0.04,0.013
0.007,-0.067,0.003
0.041,-0.172,-0.032
0.12,-0.219,-0.045
0.212,-0.281,-0.015
0.272,-0.354,-0.012
0.316,-0.372,0.022
0.253,-0.418,0.038
0.2,-0.463,0.014
0.064,-0.509,-0.116
-0.039,-0.576,-0.137
-0.164,-0.538,-0.127
-0.238,-0.496,-0.133
-0.253,-0.409,-0.088
-0.218,-0.312,-0.058
-0.162,-0.267,-0.095
-0.132,-0.148,-0.149
-0.132,-0.046,-0.132
-0.118,0.064,-0.137
-0.1,0.173,-0.057
-0.081,0.313,-0.007
0.009,0.442,0.101
0.107,0.511,0.155
0.187,0.54,0.186
0.217,0.543,0.188
0.211,0.524,0.106
0.176,0.533,-0.05
0.093,0.502,-0.149
0.018,0.488,-0.24
-0.08,0.45,-0.256
-0.125,0.462,-0.231
-0.216,0.45,-0.221
-0.232,0.436,-0.143
-0.242,0.367,-0.119
-0.218,0.241,-0.013
-0.233,0.085,0.036
-0.175,-0.092,0.137
-0.141,-0.264,0.185
-0.141,-0.359,0.203
-0.064,-0.414,0.231
0.009,-0.58,0.24
0.076,-0.684,0.197
0.165,-0.812,0.146
0.235,-0.887,0.071
0.313,-0.944,-0.043
0.382,-0.99,-0.047
0.508,-0.927,-0.041
0.508,-0.8,-0.036
0.492,-0.595,-0.028
0.534,-0.37,-0.017
0.489,-0.159,-0.032
0.446,0.025,0.001
0.402,0.199,0.002
0.37,0.31,0.039
0.35,0.468,0.117
0.331,0.624,0.17
0.293,0.75,0.184
0.185,0.806,0.125
0.135,0.854,0.036
-0.002,0.847,-0.052
-0.164,0.787,-0.104
-0.317,0.759,-0.22
-0.422,0.651,-0.209
-0.505,0.575,-0.159
-0.545,0.505,-0.024
-0.604,0.454,0.021
-0.648,0.475,0.103
-0.664,0.475,0.114
-0.639,0.41,0.133
-0.634,0.333,0.116
-0.561,0.213,0.075
-0.531,0.172,0.002
-0.5,0.128,-0.036
-0.452,0.029,-0.053
-0.422,-0.096,-0.061
-0.34,-0.194,-0.109
-0.216,-0.318,-0.105
-0.101,-0.448,-0.085
0.051,-0.516,-0.069
0.239,-0.561,0.016
0.392,-0.58,0.064
0.516,-0.526,0.105
0.67,-0.527,0.165
0.759,-0.504,0.171
0.808,-0.517,0.155
0.82,-0.459,0.086
0.832,-0.383,-0.024
0.821,-0.327,-0.096
0.843,-0.201,-0.095
0.773,-0.054,-0.133
0.723,0.099,-0.149
0.548,0.229,-0.189
0.36,0.369,-0.225
0.142,0.443,-0.234
-0.056,0.43,-0.195
-0.271,0.424,-0.124
-0.396,0.42,-0.038
-0.512,0.41,0.016
-0.598,0.447,0.135
-0.648,0.448,0.241
-0.653,0.461,0.3
-0.701,0.391,0.345
-0.681,0.187,0.291
-0.67,0.082,0.277
-0.633,-0.004,0.24
-0.575,-0.072,0.199
-0.541,-0.094,0.128
-0.442,-0.148,0.119
-0.352,-0.174,0.071
-0.286,-0.18,-0.003
-0.192,-0.207,-0.089
-0.064,-0.241,-0.096
0.016,-0.305,-0.129
0.081,-0.344,-0.102
0.152,-0.405,-0.1
0.159,-0.388,-0.082
0.193,-0.351,-0.093
0.239,-0.288,-0.107
0.315,-0.264,-0.107
0.385,-0.185,-0.168
0.505,-0.07,-0.192
0.618,-0.014,-0.208
0.746,0.053,-0.099
0.766,0.148,-0.015
0.764,0.197,0.032
0.702,0.196,0.037
0.578,0.21,0.002
0.508,0.235,0.017
0.361,0.308,0.036
0.246,0.415,0.052
0.137,0.51,0.07
0.059,0.589,0.03
-0.055,0.651,0.035
-0.204,0.614,-0.013
-0.344,0.6,-0.1
-0.406,0.512,-0.151
-0.514,0.394,-0.276
-0.571,0.273,-0.306
-0.601,0.154,-0.355
-0.558,0.043,-0.308
-0.526,-0.057,-0.248
-0.543,-0.124,-0.176
-0.537,-0.234,-0.104
-0.547,-0.257,-0.071
-0.576,-0.302,-0.018
-0.552,-0.406,0.031
-0.466,-0.452,0.129
-0.42,-0.502,0.205
-0.285,-0.521,0.266
-0.133,-0.585,0.243
-0.004,-0.561,0.196
0.119,-0.532,0.133
0.268,-0.549,0.025
0.417,-0.491,-0.056
0.515,-0.427,-0.051
0.614,-0.291,-0.067
0.744,-0.234,-0.002
0.796,-0.121,0.021
0.847,-0.043,0.017
0.84,0.05,-0.001
0.812,0.096,-0.018
0.765,0.187,0.011
0.702,0.264,0.001
0.634,0.356,-0.006
0.532,0.514,-0.06
0.373,0.643,-0.092
0.222,0.685,-0.163
0.021,0.716,-0.17
-0.167,0.74,-0.245
-0.336,0.694,-0.264
-0.441,0.658,-0.256
-0.492,0.569,-0.131
-0.578,0.448,0.047
-0.629,0.314,0.154
-0.69,0.156,0.258
-0.71,-0.034,0.279
-0.731,-0.176,0.197
-0.674,-0.308,0.187
-0.666,-0.438,0.186
-0.598,-0.548,0.174
-0.571,-0.59,0.097
-0.53,-0.537,0
-0.469,-0.574,0.028
-0.4,-0.682,0.004
-0.281,-0.742,0.007
-0.13,-0.772,-0.012
0.008,-0.761,0.039
0.178,-0.769,0.051
0.359,-0.804,0.143
0.491,-0.713,0.063
0.581,-0.564,-0.026
0.702,-0.444,-0.126
0.797,-0.427,-0.132
0.868,-0.302,-0.102
0.961,-0.088,-0.128
1.007,0.1,-0.153
1.079,0.246,-0.175
1.03,0.391,-0.075
0.931,0.566,-0.035
0.777,0.734,-0.038
0.556,0.833,-0.112
0.462,0.911,-0.043
0.267,0.918,-0.003
0.01,0.979,0.044
-0.226,1.114,0.07
-0.385,1.117,0.052
-0.521,1.06,0.057
-0.655,0.986,0.065
-0.832,0.911,-0.009
-0.91,0.739,-0.102
-0.936,0.475,-0.141
-0.964,0.281,-0.219
-0.998,0.078,-0.203
-1.029,-0.028,-0.152
-1.056,-0.16,-0.105
-0.99,-0.295,-0.128
-0.87,-0.433,-0.048
-0.768,-0.563,-0.056
-0.654,-0.693,-0.019
-0.522,-0.841,0.013
-0.393,-0.836,0.022
-0.312,-0.829,0.081
-0.236,-0.845,0.145
-0.116,-0.918,0.191
-0.001,-0.914,0.213
0.133,-0.907,0.28
0.23,-0.889,0.19
0.393,-0.861,0.187
0.514,-0.777,0.187
0.62,-0.672,0.159
0.697,-0.601,0.157
0.795,-0.458,0.071
0.783,-0.308,0.027
0.782,-0.206,0.042
0.738,-0.088,0.056
0.674,0.086,0.032
0.712,0.31,-0.114
0.715,0.481,-0.286
0.676,0.619,-0.278
0.651,0.726,-0.296
0.579,0.777,-0.274
0.577,0.81,-0.298
0.545,0.871,-0.209
0.506,0.962,-0.052
0.381,1.009,0.068
0.226,0.984,0.131
0.055,0.948,0.12
-0.128,0.866,0.106
-0.202,0.827,0.107
-0.36,0.736,0.2
-0.476,0.64,0.292
-0.563,0.566,0.345
-0.636,0.428,0.201
-0.751,0.278,0.138
-0.854,0.104,0.041
-0.978,-0.044,-0.093
-1.019,-0.152,-0.198
-0.894,-0.285,-0.183
-0.747,-0.436,-0.219
-0.631,-0.562,-0.127
-0.531,-0.612,-0.1
-0.43,-0.696,-0.072
-0.293,-0.789,-0.024
-0.125,-0.854,-0.02
0.001,-0.851,0.021
0.174,-0.78,0.016
0.334,-0.625,0.094
0.493,-0.495,0.177
0.598,-0.441,0.163
0.621,-0.35,0.106
0.577,-0.235,0.01
0.489,-0.153,-0.087
0.404,-0.119,-0.184
0.388,-0.079,-0.217
0.381,-0.02,-0.269
0.432,0.023,-0.255
0.48,0.08,-0.181
0.437,0.128,-0.069
0.456,0.184,-0.036
0.524,0.227,-0.063
0.522,0.308,-0.074
0.473,0.338,-0.059
0.341,0.328,-0.067
0.188,0.324,-0.054
0.033,0.325,-0.103
-0.096,0.336,-0.091
-0.178,0.313,-0.114
-0.192,0.306,-0.021
-0.234,0.371,0.082
-0.253,0.5,0.16
-0.214,0.635,0.219
-0.23,0.684,0.35
-0.253,0.668,0.388
-0.303,0.65,0.371
-0.388,0.526,0.291
-0.451,0.287,0.222
-0.449,0.031,0.126
-0.368,-0.162,-0.026
-0.239,-0.339,-0.092
-0.102,-0.426,-0.146
0.054,-0.487,-0.153
0.152,-0.512,-0.206
0.234,-0.477,-0.181
0.273,-0.456,-0.176
0.321,-0.415,-0.088
0.233,-0.398,0.014
0.122,-0.39,0.034
0.049,-0.376,-0.011
0.006,-0.351,-0.046
-0.041,-0.376,-0.058
-0.039,-0.411,-0.089
-0.11,-0.333,-0.107
-0.146,-0.199,-0.128
-0.143,-0.102,-0.118
-0.102,-0.072,-0.06
-0.14,-0.011,-0.064
-0.203,0.081,-0.059
-0.298,0.093,-0.054
-0.33,0.047,0.017
-0.363,-0.008,0.093
-0.363,0.019,0.079
-0.246,-0.03,0.11
-0.185,-0.093,0.163
-0.183,-0.01,0.1
-0.196,0.246,0.086
-0.128,0.42,0.025
0.027,0.477,0.089
0.122,0.532,0.176
0.22,0.574,0.231
0.301,0.623,0.203
0.401,0.568,0.182
0.495,0.46,0.159
0.549,0.31,0.104
0.548,0.269,-0.019
0.495,0.295,-0.184
0.461,0.267,-0.269
0.415,0.198,-0.347
0.309,0.185,-0.392
0.1,0.208,-0.407
-0.059,0.231,-0.425
-0.145,0.178,-0.313
-0.197,0.119,-0.183
-0.225,0.025,-0.139
-0.244,-0.098,0.023
-0.3,-0.286,0.068
-0.252,-0.473,0.215
-0.3,-0.53,0.244
-0.393,-0.497,0.251
-0.438,-0.468,0.344
-0.514,-0.423,0.374
-0.55,-0.288,0.356
-0.537,-0.213,0.295
-0.469,-0.157,0.146
-0.306,-0.15,0.071
-0.14,-0.141,0.014
0.001,-0.131,-0.053
0.127,-0.026,-0.184
0.229,0.025,-0.287
0.315,0.039,-0.33
0.407,0.078,-0.319
0.405,0.147,-0.333
0.352,0.235,-0.416
0.306,0.343,-0.442
0.29,0.366,-0.458
0.311,0.382,-0.392
0.342,0.266,-0.231
0.36,0.163,-0.045
0.358,0.051,0.004
0.284,-0.063,0.014
0.15,-0.136,0.078
0.052,-0.131,0.121
0.002,-0.098,0.141
-0.067,-0.031,0.212
-0.068,0.065,0.272
-0.156,0.133,0.317
-0.215,0.139,0.308
-0.276,0.117,0.254
-0.304,0.075,0.207
-0.263,-0.015,0.151
-0.174,-0.096,0.146
-0.065,-0.166,0.074
0.013,-0.271,0.01
0.069,-0.379,0.023
0.073,-0.427,-0.076
0.045,-0.433,-0.115
0.032,-0.392,-0.219
0.021,-0.332,-0.219
0.05,-0.229,-0.212
0.078,-0.149,-0.149
0.084,-0.034,-0.161
0.087,0.049,-0.102
0.07,0.13,-0.039
0.12,0.149,-0.004
0.149,0.244,0.004
0.12,0.347,0.029
0.084,0.45,-0.021
0.071,0.495,-0.034
0.065,0.476,-0.054
0.089,0.439,-0.02
0.076,0.369,-0.029
0.003,0.332,-0.046
-0.127,0.346,-0.06
-0.19,0.293,-0.071
-0.212,0.163,-0.022
-0.217,0.062,0.011
-0.236,0.06,0.056
-0.267,0.085,-0.002
-0.3,0.075,0.071
-0.338,0.046,0.143
-0.337,0,0.12
-0.322,-0.093,0.137
-0.267,-0.189,0.121
-0.212,-0.248,0.163
-0.157,-0.291,0.146
-0.08,-0.358,0.139
-0.025,-0.335,0.125
0.049,-0.363,0.049
0.143,-0.408,-0.021
0.2,-0.413,-0.047
0.263,-0.426,-0.096
0.331,-0.442,-0.107
0.334,-0.497,-0.144
0.411,-0.526,-0.176
0.397,-0.525,-0.229
0.334,-0.518,-0.171
0.291,-0.501,-0.193
0.308,-0.455,-0.132
0.312,-0.38,-0.047
0.266,-0.214,0.043
0.268,-0.075,0.206
0.306,0.087,0.303
0.285,0.217,0.366
0.196,0.38,0.352
0.082,0.488,0.291
-0.014,0.512,0.15
-0.093,0.508,0.108
-0.148,0.508,-0.015
-0.135,0.509,-0.089
-0.151,0.527,-0.129
-0.147,0.558,-0.162
-0.155,0.533,-0.175
-0.122,0.51,-0.195
-0.128,0.431,-0.221
-0.129,0.391,-0.255
-0.161,0.308,-0.209
-0.228,0.238,-0.199
-0.236,0.172,-0.132
-0.252,0.077,-0.097
-0.228,-0.057,0.004
-0.212,-0.1,0.123
-0.148,-0.144,0.221
-0.032,-0.125,0.269
0.06,-0.173,0.296
0.13,-0.161,0.314
0.218,-0.175,0.303
0.251,-0.173,0.25
0.275,-0.148,0.224
0.266,-0.169,0.127
0.243,-0.234,0.056
0.225,-0.247,-0.042
0.249,-0.288,-0.094
0.194,-0.278,-0.162
0.157,-0.253,-0.212
0.17,-0.195,-0.231
0.184,-0.21,-0.259
0.231,-0.197,-0.235
0.239,-0.193,-0.181
0.254,-0.177,-0.122
0.222,-0.125,-0.118
0.17,-0.085,-0.066
0.077,-0.061,-0.043
0.071,-0.043,-0.015
-0.007,-0.026,-0.004
-0.07,0.01,0.006
-0.188,0.076,-0.009
-0.274,0.097,-0.008
-0.404,0.178,0.021
-0.54,0.218,0.011
-0.6,0.241,0.065
-0.633,0.231,0.149
-0.628,0.188,0.21
-0.559,0.165,0.269
-0.522,0.058,0.299
-0.481,0.093,0.269
-0.436,0.049,0.255
-0.367,0.066,0.188
-0.303,0.053,0.128
-0.27,0.023,0.019
-0.219,0.016,-0.05
-0.174,0.031,-0.142
-0.08,0.091,-0.157
0.021,0.139,-0.208
0.177,0.196,-0.229
0.325,0.218,-0.203
0.442,0.157,-0.218
0.575,0.146,-0.199
